requests_per_minute,session_duration,unique_pages,avg_click_interval,is_headless,user_agent_length,visit_count,label
3.1192,634.77,32,19.8367,0,103,33,0
2.0352,530.67,13,31.2159,0,119,18,0
1.9898,482.47,9,32.1648,0,123,16,0
6.3968,328.29,29,9.6555,0,125,35,0
6.2678,277.61,24,9.9146,0,142,29,0
5.2208,379.25,32,11.8517,0,153,33,0
4.504,213.14,15,14.2095,0,130,16,0
1.9356,588.96,16,32.7201,0,94,19,0
1.3833,390.37,1,48.7967,0,122,9,0
4.024,432.41,24,15.4431,0,109,29,0
2.4173,794.28,22,25.6218,0,111,32,0
1.2834,748.02,9,49.868,0,128,16,0
3.0702,97.71,3,24.4287,0,114,5,0
29.6292,28.35,2,2.1808,1,25,14,1
191.0889,25.12,5,0.318,1,35,80,1
64.1757,14.96,3,0.9973,1,15,16,1
7.7274,256.23,31,8.0072,0,152,33,0
1.6363,660.04,14,38.8256,0,143,18,0
3.4262,577.9,26,18.0592,0,152,33,0
6.0979,206.63,17,10.3314,0,104,21,0
137.8,30.04,3,0.4418,1,35,69,1
7.7752,69.45,1,8.6815,0,120,9,0
2.8578,377.91,18,22.2299,0,153,18,0
159.9397,3.75,10,0.4168,0,80,10,1
3.6425,543.58,25,16.9869,0,136,33,0
1.3386,627.54,4,48.2723,0,116,14,0
3.8184,314.27,12,16.5403,0,138,20,0
82.0673,3.66,3,0.9139,0,72,5,1
20.8716,97.74,29,2.9618,0,134,34,0
3.8898,215.95,12,16.6115,0,94,14,0
4.577,314.61,20,13.6789,0,138,24,0
5.2877,56.74,1,14.1838,0,156,5,0
3.9042,353.47,13,16.0667,0,106,23,0
3.1423,57.28,3,28.641,1,90,3,1
3.3923,459.87,17,18.3948,0,136,26,0
38.7926,18.56,7,1.6873,1,35,12,1
1.2518,718.97,10,51.3547,0,109,15,0
3.6279,363.85,19,17.326,0,156,22,0
180.6192,32.22,1,0.3357,1,55,97,1
2.248,827.39,23,27.5798,0,113,31,0
3.3387,521.16,28,18.613,0,130,29,0
3.0632,470.09,15,20.4388,0,132,24,0
132.1058,38.61,3,0.4596,1,42,85,1
0.9752,738.35,6,67.1224,0,133,12,0
154.1345,1.17,3,0.5839,0,76,3,1
1.9002,31.58,1,0,1,75,1,1
1.5367,663.75,9,41.4845,0,94,17,0
70.3152,23.04,2,0.8861,1,65,27,1
3.2331,167.02,2,20.8777,0,124,9,0
7.4446,193.43,16,8.4099,0,143,24,0
14.7597,101.63,25,4.2345,0,115,25,0
1.4458,373.49,2,46.6857,0,108,9,0
1.5207,39.46,1,0,1,85,1,1
3.8161,235.84,10,16.8457,0,121,15,0
5.2036,357.45,30,11.9149,0,138,31,0
1.0746,558.37,7,62.0407,0,107,10,0
316.2587,16.32,1,0.192,1,42,86,1
190.2413,2.84,6,0.3548,0,92,9,1
0.9989,600.65,6,66.7389,0,133,10,0
3.7447,384.54,21,16.7192,0,137,24,0
0.846,709.24,10,78.8049,0,119,10,0
2.6586,496.5,15,23.6431,0,146,22,0
2.137,842.29,26,29.0445,0,101,30,0
5.5467,367.79,30,11.1451,0,135,34,0
3.1208,634.45,28,19.8265,0,94,33,0
0.8448,639.17,9,79.8962,0,136,9,0
1.7372,310.84,1,38.8549,0,93,9,0
2.7634,694.79,29,22.4126,0,99,32,0
39.0381,7.68,5,1.9212,1,75,5,1
14.6536,32.76,5,4.6795,0,107,8,0
61.4153,33.22,27,1.0066,0,132,34,0
108.0296,4.44,3,0.6347,0,110,8,1
4.6198,350.66,26,13.4871,0,112,27,0
2.0671,493.45,15,30.8407,0,134,17,0
5.0396,285.74,22,12.4234,0,97,24,0
3.3232,487.48,24,18.7492,0,112,27,0
22.0371,89.85,26,2.8078,0,136,33,0
1.3309,495.91,6,49.5912,0,98,11,0
3.2058,617.62,31,19.3007,0,129,33,0
2.6073,345.18,7,24.656,0,155,15,0
13.1065,9.16,2,9.1557,1,78,2,1
1.5511,618.93,8,41.2618,0,135,16,0
1.9679,548.81,12,32.2828,0,126,18,0
4.0678,324.5,12,15.4523,0,119,22,0
6.1333,166.3,12,10.394,0,113,17,0
1.051,685.09,5,62.2813,0,144,12,0
42.9251,27.96,4,1.4714,1,18,20,1
246.8223,19.45,5,0.2462,1,52,80,1
31.3702,26.78,2,2.0598,1,15,14,1
2.8309,402.69,11,22.3719,0,99,19,0
2.406,723.2,22,25.8285,0,93,29,0
256.6834,1.17,3,0.2922,0,85,5,1
4.0388,490.24,31,15.3201,0,120,33,0
10.8481,88.5,8,5.8997,0,142,16,0
15.3163,105.77,24,4.0681,0,109,27,0
1.1846,354.55,4,59.0925,0,132,7,0
978.2663,0.55,8,0.069,0,76,9,1
1.5314,39.18,1,0,1,82,1,1
0.9205,586.65,9,73.331,0,129,9,0
29.182,20.56,6,2.2845,1,20,10,1
167.2738,2.51,6,0.4185,0,72,7,1
2.4828,821.64,31,24.8981,0,106,34,0
49.8847,20.45,8,1.2779,1,12,17,1
3.0917,601.61,28,20.0537,0,97,31,0
2.1176,538.35,12,29.9082,0,150,19,0
3.3381,593.16,28,18.5361,0,114,33,0
1.356,884.95,13,46.5761,0,94,20,0
75.1067,4.79,4,0.9586,0,92,6,1
2.0989,714.66,15,29.7777,0,141,25,0
27.0115,15.55,3,2.5915,1,30,7,1
45.7943,18.34,4,1.411,1,18,14,1
1.6758,751.88,15,37.5938,0,107,21,0
2.8594,566.55,20,21.7906,0,136,27,0
1.8267,854.0,23,34.1601,0,127,26,0
2.774,605.62,20,22.4304,0,114,28,0
47.7287,56.57,3,1.2857,1,35,45,1
1.367,614.48,10,47.2673,0,113,14,0
3.7512,479.85,26,16.5466,0,130,30,0
3.0395,592.2,29,20.4207,0,137,30,0
1.4245,716.03,7,44.7517,0,139,17,0
5.8087,185.93,15,10.9368,0,137,18,0
344.2497,1.74,9,0.1937,0,98,10,1
2.4481,857.82,28,25.2299,0,145,35,0
0.5769,831.99,1,118.8555,0,118,8,0
5.8642,225.09,13,10.7187,0,125,22,0
3.5055,308.09,13,18.1229,0,158,18,0
1.5568,385.42,3,42.824,0,119,10,0
8.3098,21.66,3,10.8306,1,85,3,1
4.7359,392.74,27,13.0914,0,116,31,0
8.0691,200.77,17,7.7218,0,160,27,0
2.9212,718.88,25,21.1436,0,132,35,0
7.0761,16.96,2,16.9585,1,82,2,1
6.1799,203.89,18,10.1944,0,152,21,0
5.1568,58.18,5,14.544,1,78,5,1
3.4298,559.8,27,18.0582,0,132,32,0
2.0465,762.28,18,30.4911,0,118,26,0
2.9096,639.26,26,21.3085,0,119,31,0
1.714,490.07,7,37.6977,0,111,14,0
1.0436,517.44,7,64.6798,0,107,9,0
26.6243,29.3,6,2.4414,1,15,13,1
0.9684,743.48,4,67.5895,0,108,12,0
5.562,312.84,23,11.1728,0,119,29,0
96.5297,55.94,3,0.6286,1,58,90,1
8.2614,254.19,33,7.4763,0,132,35,0
2.5967,23.11,1,0,1,92,1,1
47.1941,12.71,7,1.4126,1,20,10,1
350.6474,1.2,7,0.1996,0,72,7,1
52.2614,24.11,3,1.2055,1,20,21,1
56.7944,19.02,6,1.1186,1,20,18,1
1.2133,593.44,6,53.9493,0,151,12,0
0.8712,757.61,3,75.7615,0,112,11,0
6.0006,159.99,13,10.6657,0,111,16,0
1.9043,598.64,12,33.2579,0,133,19,0
1.9015,599.53,18,33.3073,0,157,19,0
97.994,18.98,4,0.6327,1,48,31,1
49.4,17.0,6,1.308,1,25,14,1
19.3706,99.12,22,3.1974,0,132,32,0
88.7329,53.42,1,0.6849,1,60,79,1
20.4187,96.97,33,3.0303,0,124,33,0
2.0228,889.85,28,30.6844,0,121,30,0
10.3091,174.6,25,6.0208,0,114,30,0
0.5783,518.76,4,129.6902,0,103,5,0
1.4128,424.7,4,47.1891,0,124,10,0
4.3848,164.2,12,14.9276,0,130,12,0
9.3031,32.25,5,8.0619,1,93,5,1
7.6036,173.6,19,8.2667,0,153,22,0
1.6389,768.82,19,38.4411,0,142,21,0
0.7207,416.24,2,104.0597,0,145,5,0
2.6269,22.84,1,0,1,86,1,1
7.8779,198.02,21,7.9209,0,141,26,0
3.4789,603.63,31,17.7539,0,95,35,0
177.15,1.69,3,0.4234,0,110,5,1
12.8218,18.72,4,6.2394,1,82,4,1
3.6612,508.03,23,16.9344,0,125,31,0
2.2878,760.57,22,27.1631,0,137,29,0
1.5845,870.96,13,39.5891,0,119,23,0
3.2044,337.04,12,19.8256,0,115,18,0
28.7519,27.13,2,2.2607,1,25,13,1
59.1693,50.7,5,1.0347,1,52,50,1
2.3617,330.28,13,27.5231,0,130,13,0
0.6111,883.69,4,110.4611,0,91,9,0
10.9806,180.32,32,5.635,0,110,33,0
1.8542,420.67,3,35.0559,0,137,13,0
1.1389,526.81,8,58.5342,0,139,10,0
1.7867,738.8,17,35.181,0,112,22,0
11.5999,129.31,19,5.388,0,141,25,0
3.083,58.38,3,29.1921,1,82,3,1
7.9719,135.48,18,7.9692,0,107,18,0
8.3945,114.36,16,7.624,0,159,16,0
71.3488,37.0,4,0.8605,1,38,44,1
37.0017,42.16,3,1.6864,1,55,26,1
2.8401,676.04,25,21.8076,0,92,32,0
28.1637,68.17,29,2.1991,0,106,32,0
14.0803,140.62,33,4.3945,0,99,33,0
72.8195,14.01,2,0.8755,1,28,17,1
3.0013,699.69,26,20.5791,0,135,35,0
1.4972,400.75,1,44.5281,0,119,10,0
1.3179,637.36,4,49.0277,0,123,14,0
1.9301,714.97,21,32.4988,0,127,23,0
2.1446,615.49,22,29.3089,0,92,22,0
5.0002,48.0,4,15.9994,1,75,4,1
32.858,20.09,6,2.0086,1,12,11,1
3.6705,49.04,3,24.5196,1,75,3,1
42.1677,4.27,3,2.1343,0,76,3,1
2.0638,29.07,1,0,1,93,1,1
5.9071,233.62,22,10.6189,0,101,23,0
2.4458,613.3,23,25.554,0,132,25,0
2.3186,388.17,10,27.7266,0,124,15,0
0.7144,671.88,2,95.9835,0,121,8,0
0.9893,485.18,2,69.3121,0,132,8,0
1.7458,687.38,17,36.1777,0,145,20,0
1.806,431.89,10,35.9909,0,124,13,0
81.9003,4.4,3,0.8791,0,85,6,1
9.976,192.46,24,6.2085,0,154,32,0
1.8965,442.91,12,34.0703,0,118,14,0
3.8209,518.2,23,16.1939,0,113,33,0
8.3428,208.56,25,7.4487,0,107,29,0
2.4716,364.14,7,26.0098,0,100,15,0
3.7964,537.35,27,16.2832,0,133,34,0
2.4397,737.8,28,25.4415,0,95,30,0
0.8352,718.43,3,79.8252,0,140,10,0
2.1077,626.28,21,29.8226,0,118,22,0
209.7588,2.0,4,0.3337,0,95,7,1
469.2898,0.51,4,0.1705,0,88,4,1
0.5315,790.25,1,131.7078,0,106,7,0
144.192,34.12,3,0.4212,1,42,82,1
1.4231,885.38,16,44.2688,0,103,21,0
64.0938,20.59,8,0.9807,1,35,22,1
46.1664,13.0,4,1.4441,1,30,10,1
64.0806,19.66,7,0.9831,1,22,21,1
2.2267,646.69,15,28.1168,0,121,24,0
1.7666,781.17,13,35.5076,0,155,23,0
0.7812,614.42,7,87.7743,0,137,8,0
2.2768,711.53,26,27.3665,0,106,27,0
5.1976,404.04,35,11.8834,0,134,35,0
3.0494,157.41,4,22.4866,0,116,8,0
1.0798,833.5,14,59.536,0,94,15,0
4.7676,50.34,4,16.78,1,86,4,1
1.5049,398.71,1,44.3012,0,90,10,0
11.991,110.08,15,5.242,0,100,22,0
3.6595,229.54,5,17.6571,0,152,14,0
11.2055,21.42,4,7.1394,1,93,4,1
91.6944,3.93,5,0.7852,0,92,6,1
3.6044,133.17,6,19.0245,0,138,8,0
6.2967,76.23,1,10.89,0,132,8,0
12.2788,9.77,2,9.7729,1,82,2,1
2.0443,586.99,13,30.8943,0,132,20,0
15.7743,110.31,25,3.9395,0,154,29,0
19.3093,9.32,3,4.661,1,85,3,1
3.3533,572.57,28,18.4699,0,142,32,0
1.4205,633.6,6,45.2573,0,120,15,0
17.1823,101.27,22,3.6167,0,111,29,0
4.3739,233.2,13,14.575,0,135,17,0
5.5761,225.96,16,11.2982,0,105,21,0
1.5292,353.12,2,44.1396,0,127,9,0
59.8155,20.06,8,1.0559,1,30,20,1
3.0165,576.83,26,20.6012,0,135,29,0
7.5384,254.7,28,8.216,0,114,32,0
51.6679,4.65,3,1.5483,0,76,4,1
10.3358,23.22,4,7.7401,1,88,4,1
425.4919,1.27,8,0.1586,0,72,9,1
11.2375,112.12,16,5.6062,0,117,21,0
3.315,542.99,30,18.7239,0,111,30,0
230.2024,2.09,6,0.2979,0,92,8,1
4.6216,194.74,12,13.91,0,132,15,0
1.5873,718.19,11,39.8993,0,121,19,0
3.1883,376.37,12,19.809,0,143,20,0
1.827,558.28,10,34.8925,0,107,17,0
0.6328,568.86,4,113.7724,0,137,6,0
2.395,526.1,12,26.3052,0,128,21,0
132.0836,34.07,5,0.4604,1,45,75,1
65.4466,59.59,2,0.9311,1,58,65,1
199.7795,2.1,3,0.3504,0,105,7,1
3.7832,428.21,25,16.4696,0,136,27,0
3.0041,679.08,25,20.5781,0,108,34,0
236.0698,2.29,7,0.2859,0,105,9,1
0.5507,871.58,8,124.512,0,150,8,0
14.7178,32.61,6,4.6591,0,150,8,0
6.6613,297.24,29,9.2887,0,131,33,0
3.1504,38.09,2,38.0904,1,82,2,1
1.1725,767.56,9,54.8257,0,115,15,0
483.4486,1.12,8,0.1396,0,85,9,1
2.5794,790.87,33,23.9658,0,106,34,0
640.8917,0.84,7,0.1053,0,98,9,1
2.7369,438.45,14,23.0765,0,155,20,0
0.6736,623.51,5,103.9191,0,127,7,0
5.0327,47.69,4,15.8962,1,85,4,1
3.2819,566.74,22,18.8913,0,123,31,0
0.4946,849.16,2,141.5265,0,134,7,0
0.7061,764.77,6,95.5963,0,111,9,0
69.1705,20.82,5,0.9051,1,28,24,1
14.7708,125.92,24,4.1975,0,131,31,0
60.8177,38.48,1,1.0125,1,55,39,1
0.5091,707.12,2,141.4231,0,119,6,0
33.1285,36.22,11,1.9065,0,133,20,0
3.0856,58.34,3,29.1681,1,88,3,1
9.5054,195.68,28,6.5226,0,94,31,0
97.5486,31.37,4,0.6274,1,58,51,1
43.3038,27.71,5,1.4585,1,12,20,1
2.9048,268.52,3,22.3769,0,117,13,0
1.2474,673.43,13,51.8021,0,155,14,0
22.0997,54.3,3,2.8579,1,52,20,1
3.5123,444.16,17,17.7662,0,140,26,0
43.9719,15.01,6,1.501,1,25,11,1
93.2279,10.94,2,0.6838,1,22,17,1
3.4769,534.97,29,17.8322,0,147,31,0
98.3993,12.8,5,0.6402,1,25,21,1
9.3407,38.54,6,7.7082,1,90,6,1
2.4272,395.51,16,26.3675,0,119,16,0
23.6367,17.77,4,2.9615,1,28,7,1
140.2463,10.27,7,0.4464,1,18,24,1
1.8659,418.03,3,34.8355,0,124,13,0
1.2288,292.98,2,58.5961,0,127,6,0
6.9412,285.25,29,8.9142,0,108,33,0
2.2523,852.47,23,27.4989,0,98,32,0
2.4623,584.82,23,25.4271,0,121,24,0
2.7357,548.31,17,22.8462,0,97,25,0
286.2308,12.16,3,0.2133,1,42,58,1
1.5197,829.11,19,41.4557,0,154,21,0
2.6118,344.59,9,24.6139,0,115,15,0
3.477,465.91,23,17.9197,0,104,27,0
1.8381,424.36,11,35.3634,0,131,13,0
0.7687,858.57,11,85.8568,0,128,11,0
19.5467,101.3,23,3.1655,0,126,33,0
245.4353,23.96,2,0.247,1,48,98,1
13.4616,124.8,21,4.6222,0,98,28,0
1.5399,545.5,5,41.9617,0,114,14,0
5.9652,221.28,18,10.5373,0,94,22,0
8.6746,117.58,7,7.349,0,99,17,0
25.4902,28.25,3,2.5678,1,35,12,1
106.8298,53.92,5,0.5676,1,58,96,1
3.4798,551.75,28,17.7985,0,126,32,0
15.0777,23.88,6,4.7753,1,35,6,1
1.7634,782.56,13,35.5708,0,125,23,0
2.8863,686.0,23,21.4374,0,96,33,0
219.6371,18.58,3,0.2773,1,42,68,1
3.0607,646.9,26,20.2157,0,145,33,0
5.5978,225.09,14,11.2545,0,153,21,0
1.6709,430.9,7,39.1727,0,113,12,0
0.6617,725.43,7,103.6326,0,152,8,0
1.6934,744.06,20,37.2029,0,126,21,0
66.6326,3.6,4,1.2006,0,98,4,1
33.3026,18.02,8,2.0018,1,15,10,1
7.8939,243.23,29,7.846,0,107,32,0
1.3193,454.8,10,50.5334,0,102,10,0
1.4047,298.99,3,49.8324,0,133,7,0
69.5566,42.27,4,0.8806,1,42,49,1
0.5518,543.7,2,135.9258,0,137,5,0
5.7552,239.78,22,10.8993,0,137,23,0
1.363,880.38,10,46.3359,0,150,20,0
31.6806,41.67,14,1.9841,0,133,22,0
3.8601,326.42,21,16.3208,0,107,21,0
1.8825,892.44,18,33.0534,0,132,28,0
2.0724,579.04,13,30.4756,0,115,20,0
2.0074,209.22,6,34.8705,0,136,7,0
12.7789,136.16,27,4.8629,0,119,29,0
2.6431,703.73,26,23.4575,0,113,31,0
2.5247,784.26,26,24.5082,0,150,33,0
81.1081,50.3,4,0.7508,1,42,68,1
0.5657,636.34,4,127.2681,0,132,6,0
0.9734,493.11,7,70.4436,0,115,8,0
0.832,504.82,2,84.1374,0,114,7,0
1.6865,818.26,21,37.1934,0,134,23,0
63.8199,51.71,2,0.9576,1,48,55,1
8.7063,234.31,29,7.1004,0,114,34,0
311.1832,1.35,6,0.2249,0,92,7,1
8.1012,37.03,5,9.2579,1,93,5,1
6.1577,341.04,31,10.0305,0,124,35,0
1.7702,169.47,1,42.368,0,115,5,0
82.5619,59.59,3,0.7357,1,60,82,1
1.7458,515.52,8,36.8228,0,112,15,0
4.2049,285.38,13,15.0202,0,125,20,0
15.6724,103.37,27,3.9756,0,107,27,0
1.6828,855.71,18,37.2047,0,125,24,0
9.4542,158.66,24,6.6108,0,133,25,0
19.4835,83.15,24,3.198,0,131,27,0
6.1441,19.53,2,19.5308,1,90,2,1
0.9311,515.52,7,73.6462,0,113,8,0
1.8566,872.54,27,33.5594,0,144,27,0
49.9537,51.65,5,1.2297,1,65,43,1
7.1126,227.76,19,8.7602,0,141,27,0
5.4081,255.17,14,11.5988,0,116,23,0
3.3386,215.66,12,19.6057,0,120,12,0
2.0314,738.39,16,30.7664,0,116,25,0
1.7009,564.4,13,37.6266,0,133,16,0
191.2892,2.82,3,0.3529,0,110,9,1
2.0038,239.54,8,34.2206,0,122,8,0
2.8334,571.76,21,21.9907,0,114,27,0
26.7544,11.21,5,2.8033,1,92,5,1
9.2733,109.99,10,6.8745,0,113,17,0
4.8748,110.77,7,13.8467,0,117,9,0
2.4372,443.12,11,26.0661,0,142,18,0
177.1558,2.71,7,0.3871,0,85,8,1
5.1353,280.41,23,12.1919,0,132,24,0
2.0739,607.55,20,30.3776,0,118,21,0
251.021,20.56,1,0.2418,1,35,86,1
1.2351,728.67,11,52.0478,0,117,15,0
6.8082,264.39,23,9.1168,0,122,30,0
3.6349,330.13,18,17.3754,0,138,20,0
831.1026,0.65,6,0.0812,0,80,9,1
5.6283,42.64,4,14.2139,1,75,4,1
110.2727,38.63,3,0.5519,1,60,71,1
5.9964,220.13,18,10.4825,0,103,22,0
30.0495,9.98,5,2.4959,1,30,5,1
1.2044,846.86,8,52.929,0,128,17,0
8.9921,193.5,21,6.9108,0,107,29,0
93.5594,42.33,4,0.6512,1,65,66,1
11.5596,25.95,2,6.4881,1,30,5,1
6.3345,303.1,30,9.7775,0,106,32,0
5.6378,63.86,6,12.771,0,124,6,0
37.7887,58.75,1,1.6319,1,45,37,1
3.0042,659.07,27,20.5958,0,117,33,0
1.3865,692.37,7,46.1581,0,151,16,0
22.3509,69.8,22,2.7918,0,117,26,0
1.9349,868.25,22,32.1574,0,111,28,0
8.5271,119.62,8,7.4761,0,119,17,0
9.1412,131.27,11,6.9091,0,114,20,0
1.6337,404.0,10,40.4003,0,114,11,0
114.5693,1.57,3,0.7856,0,98,3,1
11.4728,5.23,1,0,1,78,1,1
20.0338,104.82,29,3.083,0,153,35,0
96.4745,19.28,2,0.6427,1,48,31,1
16.571,39.83,4,3.9829,0,117,11,0
6.1493,292.72,23,10.0936,0,150,30,0
5.1492,151.48,11,12.6232,0,94,13,0
19.7627,69.83,13,3.174,0,125,23,0
45.2886,27.82,6,1.3911,1,20,21,1
2.438,738.32,20,25.4595,0,139,30,0
28.5174,6.31,3,3.156,1,78,3,1
1.9525,645.33,19,32.2666,0,106,21,0
316.8785,1.33,4,0.2209,0,80,7,1
1.3785,826.98,11,45.9435,0,134,19,0
111.4688,9.15,3,0.5719,1,12,17,1
4.2245,42.61,3,21.3043,1,95,3,1
0.9947,603.19,7,67.0206,0,139,10,0
105.1267,1.71,3,0.8561,0,92,3,1
2.3012,365.03,6,28.0795,0,138,14,0
80.4333,20.89,4,0.7736,1,35,28,1
2.1516,557.72,20,29.3539,0,131,20,0
7.0938,109.95,12,9.1629,0,147,13,0
47.5784,59.27,3,1.2885,1,45,47,1
2.2989,626.38,21,27.2338,0,110,24,0
1.1011,871.83,13,58.1217,0,108,16,0
75.0029,55.2,1,0.8117,1,58,69,1
216.129,17.49,4,0.2821,1,38,63,1
14.676,57.24,9,4.4028,0,124,14,0
1.9351,713.13,21,32.415,0,121,23,0
124.9198,37.46,4,0.4865,1,65,78,1
22.1511,83.97,25,2.799,0,111,31,0
3.7017,421.43,21,16.8573,0,139,26,0
42.2354,26.99,4,1.4995,1,20,19,1
21.9675,10.93,4,3.6417,1,95,4,1
0.6432,652.96,4,108.8265,0,134,7,0
0.907,793.87,3,72.1699,0,144,12,0
7.4096,194.34,16,8.4497,0,139,24,0
2.653,588.02,18,23.5209,0,99,26,0
0.9985,540.81,9,67.601,0,125,9,0
0.5706,525.79,2,131.448,0,133,5,0
819.2426,0.66,7,0.0824,0,95,9,1
1.9958,661.38,14,31.4942,0,100,22,0
3.2477,129.32,4,21.5539,0,133,7,0
4.2611,380.18,21,14.6224,0,143,27,0
2.8717,334.3,8,22.2863,0,137,16,0
4.679,320.58,24,13.3576,0,135,25,0
0.9324,643.48,2,71.4979,0,135,10,0
3.0267,59.47,3,29.7352,1,90,3,1
1.9777,788.81,18,31.5524,0,116,26,0
1.435,752.6,16,44.2703,0,125,18,0
659.146,0.91,5,0.1011,0,105,10,1
0.7409,809.88,2,89.9862,0,121,10,0
1.7123,630.74,14,37.1021,0,144,18,0
3.0837,155.66,3,22.2366,0,106,8,0
297.7478,11.08,5,0.2052,1,42,55,1
2.0032,539.15,9,31.7144,0,116,18,0
1.4965,40.09,1,0,1,88,1,1
1.4831,647.3,14,43.1533,0,94,16,0
7.6955,210.51,22,8.0967,0,114,27,0
109.53,3.83,4,0.6391,0,110,7,1
0.603,497.53,5,124.382,0,99,5,0
1.2054,447.97,8,55.9963,0,111,9,0
0.6503,645.82,1,107.6369,0,126,7,0
1.6576,796.33,16,37.9206,0,112,22,0
3.8333,46.96,3,23.4787,1,92,3,1
90.7837,15.2,5,0.691,1,20,23,1
5.2619,34.21,3,17.1042,1,86,3,1
2.3043,494.74,9,27.4853,0,156,19,0
74.5139,41.87,1,0.821,1,45,52,1
6.3678,37.69,4,12.5631,1,93,4,1
4.8091,112.29,8,14.036,0,94,9,0
2.0642,610.41,11,30.5203,0,131,21,0
79.8432,4.51,6,0.9018,0,92,6,1
5.9298,80.95,3,11.5639,0,150,8,0
12.0318,19.95,4,6.649,1,75,4,1
2.0222,712.11,17,30.9614,0,134,24,0
1.7992,800.34,19,34.7975,0,131,24,0
22.1108,16.28,6,3.2563,1,93,6,1
4.5984,404.49,27,13.483,0,129,31,0
13.6807,17.54,4,5.8477,1,90,4,1
6.0129,59.87,6,11.9743,1,85,6,1
2.0951,715.97,20,29.832,0,118,25,0
0.7297,411.14,3,102.7862,0,98,5,0
2.3711,455.49,15,26.7935,0,155,18,0
4.6858,384.14,21,13.2463,0,103,30,0
2.4192,744.05,22,25.6569,0,111,30,0
114.7439,13.07,2,0.5447,1,52,25,1
41.2279,4.37,3,2.183,0,105,3,1
5.4776,361.48,25,11.2961,0,95,33,0
2.1263,507.93,16,29.878,0,97,18,0
3.0212,158.87,1,22.6964,0,98,8,0
2.2884,734.14,21,27.1904,0,114,28,0
3.3547,518.68,22,18.5242,0,104,29,0
2.8223,340.14,14,22.6761,0,151,16,0
1.9865,392.64,3,32.7201,0,135,13,0
166.2121,30.68,3,0.3653,1,65,85,1
152.2726,34.67,4,0.3986,1,48,88,1
24.7147,14.57,5,2.9132,1,20,6,1
57.47,55.33,2,1.0641,1,52,53,1
1.191,554.14,7,55.4143,0,135,11,0
1.1518,573.03,5,57.3026,0,142,11,0
2.6461,45.35,2,45.3501,1,90,2,1
1.7451,206.29,1,41.2586,0,104,6,0
2.3519,484.72,19,26.9287,0,138,19,0
2.0059,448.68,7,32.0485,0,112,15,0
2.8734,522.03,22,21.7512,0,155,25,0
54.1309,37.69,25,1.142,0,101,34,0
1.6101,37.27,1,0,1,75,1,1
29.0785,6.19,3,3.0951,1,93,3,1
2.0478,322.29,9,32.2292,0,119,11,0
194.0898,27.51,1,0.3126,1,52,89,1
13.8348,13.01,3,6.5053,1,86,3,1
3.2756,366.35,10,19.2813,0,132,20,0
10.8346,83.07,7,5.9334,0,116,15,0
53.5132,20.18,3,1.1872,1,22,18,1
179.3478,1.34,3,0.4461,0,76,4,1
0.9132,328.51,2,82.1276,0,115,5,0
3.5003,514.24,28,17.7323,0,141,30,0
107.8874,54.5,5,0.5619,1,35,98,1
4.8743,295.43,20,12.8446,0,110,24,0
43.1831,23.62,6,1.4763,1,30,17,1
1.0965,875.51,15,58.3675,0,133,16,0
10.5041,188.5,27,5.8906,0,100,33,0
5.5221,293.37,22,11.2833,0,94,27,0
5.4268,364.86,29,11.4018,0,154,33,0
2.7849,646.34,29,22.2875,0,148,30,0
7.2812,238.97,27,8.5347,0,137,29,0
4.4467,310.34,16,14.1064,0,130,23,0
1.6376,622.85,11,38.9284,0,119,17,0
75.7796,48.3,1,0.805,1,58,61,1
16.8811,21.33,6,4.2651,1,95,6,1
152.9966,7.84,2,0.4128,1,22,20,1
0.8153,588.75,7,84.107,0,152,8,0
1.2699,472.49,9,52.4993,0,139,10,0
2.2832,157.67,6,31.5346,0,99,6,0
1.8658,868.27,17,33.395,0,117,27,0
1.4365,877.1,11,43.8552,0,133,21,0
1.9869,875.72,22,31.2758,0,147,29,0
0.8271,652.89,7,81.6111,0,138,9,0
0.4267,843.7,1,168.741,0,117,6,0
1.8982,474.13,6,33.8666,0,130,15,0
85.5269,14.03,4,0.7385,1,30,20,1
8.6697,179.94,26,7.1975,0,130,26,0
133.7174,30.06,5,0.4555,1,35,67,1
2.3407,666.47,22,26.6589,0,132,26,0
7.7362,178.38,18,8.1082,0,105,23,0
4.5284,344.49,24,13.7797,0,95,26,0
1.069,898.0,13,59.8668,0,97,16,0
155.9848,3.08,5,0.4396,0,95,8,1
2.0671,870.77,26,30.0265,0,111,30,0
1.9052,881.79,28,32.659,0,135,28,0
83.4614,14.38,3,0.7567,1,22,20,1
5.4937,120.14,1,12.0138,0,142,11,0
1.2982,600.82,13,50.0687,0,116,13,0
1187.4462,0.51,9,0.0561,0,92,10,1
42.2946,12.77,5,1.5959,1,28,9,1
3.6093,581.83,27,17.1128,0,154,35,0
100.3047,4.19,3,0.6979,0,88,7,1
1.1149,807.23,13,57.6592,0,118,15,0
56.9036,25.31,3,1.1003,1,45,24,1
3.2632,220.64,4,20.0584,0,113,12,0
52.2429,39.05,2,1.1833,1,48,34,1
4.9539,290.68,19,12.6382,0,108,24,0
33.2806,10.82,5,2.1634,1,35,6,1
0.8103,814.47,6,81.4468,0,105,11,0
1.0784,667.66,12,60.6962,0,102,12,0
3.7995,300.04,19,16.6689,0,130,19,0
29.5776,12.17,6,2.4343,1,25,6,1
